algoritmo,tamano,prob_error,resultado
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.001,OK
2,16,0.001,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,OK
2,16,0.01,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,OK
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.05,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,16,0.1,ERROR
2,16,0.1,ERROR
2,16,0.1,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.001,OK
2,32,0.001,ERROR
2,32,0.001,ERROR
2,32,0.001,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,OK
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.01,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
2,32,0.05,ERROR
2,32,0.05,ERROR
2,32,0.05,OK
